timestamp,open,high,low,close,volume
2026-03-11 00:40:00+00:00,2030.78,2030.79,2027.49,2028.68,4118.27
2026-03-11 00:45:00+00:00,2028.68,2032.73,2028.68,2031.82,1409.56
2026-03-11 00:50:00+00:00,2031.82,2040.82,2031.82,2038.3,4642.66
2026-03-11 00:55:00+00:00,2038.3,2039.52,2035.8,2036.96,2200.56
2026-03-11 01:00:00+00:00,2036.96,2037.8,2034.36,2036.2,1593.89
2026-03-11 01:05:00+00:00,2036.2,2038.68,2035.41,2036.85,869.61
2026-03-11 01:10:00+00:00,2036.85,2040.6,2035.4,2038.09,5587.3
2026-03-11 01:15:00+00:00,2038.09,2039.6,2034.88,2036.67,2074.75
2026-03-11 01:20:00+00:00,2036.67,2036.79,2031.6,2032.3,2057.39
2026-03-11 01:25:00+00:00,2032.3,2035.54,2031.73,2035.5,2162.12
2026-03-11 01:30:00+00:00,2035.5,2036.16,2033.51,2035.22,991.43
2026-03-11 01:35:00+00:00,2035.22,2035.22,2027.3,2029.81,3867.07
2026-03-11 01:40:00+00:00,2029.81,2031.77,2029.04,2031.15,822.33
2026-03-11 01:45:00+00:00,2031.15,2032.89,2030.04,2032.47,1124.49
2026-03-11 01:50:00+00:00,2032.47,2036.77,2032.47,2035.18,2094.18
2026-03-11 01:55:00+00:00,2035.18,2037.93,2034.48,2035.28,2041.27
2026-03-11 02:00:00+00:00,2035.28,2037.06,2034.61,2035.14,919.28
2026-03-11 02:05:00+00:00,2035.14,2038.33,2034.96,2036.5,2717.53
2026-03-11 02:10:00+00:00,2036.5,2037.05,2032.61,2032.86,800.46
2026-03-11 02:15:00+00:00,2032.86,2035.18,2032.47,2033.88,1873.16
2026-03-11 02:20:00+00:00,2033.88,2034.1,2030.94,2032.58,2738.61
2026-03-11 02:25:00+00:00,2032.58,2032.88,2030.21,2032.46,2003.18
2026-03-11 02:30:00+00:00,2032.46,2032.46,2025.29,2027.43,4430.92
2026-03-11 02:35:00+00:00,2027.43,2028.61,2016.19,2019.57,10336.67
2026-03-11 02:40:00+00:00,2019.57,2022.25,2018.6,2021.52,3975.6
2026-03-11 02:45:00+00:00,2021.52,2021.59,2018.25,2021.51,3037.4
2026-03-11 02:50:00+00:00,2021.51,2025.71,2020.37,2024.59,6362.58
2026-03-11 02:55:00+00:00,2024.59,2025.99,2024.09,2025.63,1808.22
2026-03-11 03:00:00+00:00,2025.63,2028.26,2021.34,2023.7,1867.65
2026-03-11 03:05:00+00:00,2023.7,2024.66,2021.91,2023.82,1162.36
2026-03-11 03:10:00+00:00,2023.82,2024.63,2022.0,2022.8,607.02
2026-03-11 03:15:00+00:00,2022.8,2024.11,2019.2,2019.31,1011.03
2026-03-11 03:20:00+00:00,2019.31,2020.8,2017.4,2018.15,2444.73
2026-03-11 03:25:00+00:00,2018.15,2019.76,2017.57,2018.72,1348.88
2026-03-11 03:30:00+00:00,2018.72,2020.84,2018.23,2020.22,2370.62
2026-03-11 03:35:00+00:00,2020.22,2021.0,2019.12,2020.34,1050.29
2026-03-11 03:40:00+00:00,2020.34,2020.59,2019.1,2019.54,1080.71
2026-03-11 03:45:00+00:00,2019.54,2020.27,2016.55,2019.31,1558.08
2026-03-11 03:50:00+00:00,2019.31,2021.36,2018.67,2019.01,1991.49
2026-03-11 03:55:00+00:00,2019.01,2021.56,2017.88,2020.0,1931.41
2026-03-11 04:00:00+00:00,2020.0,2021.11,2017.13,2019.12,2005.36
2026-03-11 04:05:00+00:00,2019.12,2019.92,2018.24,2019.0,760.28
2026-03-11 04:10:00+00:00,2019.0,2023.22,2018.98,2022.66,1982.96
2026-03-11 04:15:00+00:00,2022.66,2025.67,2022.2,2024.61,1833.86
2026-03-11 04:20:00+00:00,2024.61,2026.88,2024.15,2026.77,3406.85
2026-03-11 04:25:00+00:00,2026.77,2035.97,2026.16,2033.7,11155.85
2026-03-11 04:30:00+00:00,2033.7,2036.38,2031.99,2035.27,5835.46
2026-03-11 04:35:00+00:00,2035.27,2035.65,2031.64,2032.4,1304.18
2026-03-11 04:40:00+00:00,2032.4,2034.67,2031.64,2032.8,1722.74
2026-03-11 04:45:00+00:00,2032.8,2035.28,2032.21,2034.98,1259.17
2026-03-11 04:50:00+00:00,2034.98,2040.41,2034.98,2038.61,5008.14
2026-03-11 04:55:00+00:00,2038.61,2038.9,2036.28,2038.11,3309.17
2026-03-11 05:00:00+00:00,2038.11,2040.45,2036.79,2038.74,3900.18
2026-03-11 05:05:00+00:00,2038.74,2039.57,2034.81,2035.49,3920.88
2026-03-11 05:10:00+00:00,2035.49,2037.01,2035.15,2035.93,801.22
2026-03-11 05:15:00+00:00,2035.93,2036.12,2033.36,2033.72,1733.3
2026-03-11 05:20:00+00:00,2033.72,2034.71,2031.01,2032.19,2156.88
2026-03-11 05:25:00+00:00,2032.19,2033.09,2030.54,2031.64,1202.53
2026-03-11 05:30:00+00:00,2031.64,2031.64,2027.2,2028.83,2431.19
2026-03-11 05:35:00+00:00,2028.83,2029.21,2020.89,2021.51,8829.0
2026-03-11 05:40:00+00:00,2021.51,2022.0,2010.0,2016.21,22367.72
2026-03-11 05:45:00+00:00,2016.21,2017.29,2013.5,2016.72,5395.48
2026-03-11 05:50:00+00:00,2016.72,2018.13,2015.53,2016.29,4196.75
2026-03-11 05:55:00+00:00,2016.29,2017.16,2012.31,2013.21,3957.89
2026-03-11 06:00:00+00:00,2013.21,2017.82,2012.65,2017.07,5486.71
2026-03-11 06:05:00+00:00,2017.07,2017.46,2013.58,2013.59,1892.5
2026-03-11 06:10:00+00:00,2013.59,2017.83,2013.31,2016.57,2738.94
2026-03-11 06:15:00+00:00,2016.57,2018.6,2014.6,2016.24,2251.06
2026-03-11 06:20:00+00:00,2016.24,2018.57,2015.14,2018.39,2029.44
2026-03-11 06:25:00+00:00,2018.39,2019.0,2016.79,2018.9,1087.36
2026-03-11 06:30:00+00:00,2018.9,2023.34,2018.5,2022.38,2451.16
2026-03-11 06:35:00+00:00,2022.38,2022.6,2019.6,2021.06,3729.98
2026-03-11 06:40:00+00:00,2021.06,2021.89,2019.22,2020.16,1151.32
2026-03-11 06:45:00+00:00,2020.16,2020.16,2017.13,2018.7,1232.86
2026-03-11 06:50:00+00:00,2018.7,2025.0,2018.7,2022.48,6455.39
2026-03-11 06:55:00+00:00,2022.48,2024.14,2022.13,2023.31,1073.45
2026-03-11 07:00:00+00:00,2023.31,2024.75,2020.88,2022.41,1148.89
2026-03-11 07:05:00+00:00,2022.41,2023.71,2021.01,2022.74,1019.43
2026-03-11 07:10:00+00:00,2022.74,2024.0,2022.1,2022.19,1457.39
2026-03-11 07:15:00+00:00,2022.19,2022.7,2018.83,2020.65,2344.34
2026-03-11 07:20:00+00:00,2020.65,2021.65,2018.31,2020.77,804.89
2026-03-11 07:25:00+00:00,2020.77,2021.22,2018.38,2018.38,4361.72
2026-03-11 07:30:00+00:00,2018.38,2019.13,2013.63,2013.93,3883.77
2026-03-11 07:35:00+00:00,2013.93,2014.62,2006.39,2008.13,11259.48
2026-03-11 07:40:00+00:00,2008.13,2011.39,2005.31,2010.0,8889.74
2026-03-11 07:45:00+00:00,2010.0,2013.66,2009.31,2012.38,2259.75
2026-03-11 07:50:00+00:00,2012.38,2014.7,2011.13,2012.08,3736.12
2026-03-11 07:55:00+00:00,2012.08,2014.0,2011.06,2011.44,1615.15
2026-03-11 08:00:00+00:00,2011.44,2014.2,2011.0,2013.18,2643.13
2026-03-11 08:05:00+00:00,2013.18,2014.99,2010.42,2011.66,2391.5
2026-03-11 08:10:00+00:00,2011.66,2012.88,2009.24,2011.94,3414.98
2026-03-11 08:15:00+00:00,2011.94,2012.39,2009.65,2011.04,2283.49
2026-03-11 08:20:00+00:00,2011.04,2012.5,2008.05,2010.25,2821.22
2026-03-11 08:25:00+00:00,2010.25,2011.75,2008.7,2009.7,2546.09
2026-03-11 08:30:00+00:00,2009.7,2022.06,2009.7,2019.35,22921.26
2026-03-11 08:35:00+00:00,2019.35,2025.0,2016.21,2022.44,10299.13
2026-03-11 08:40:00+00:00,2022.44,2024.99,2020.67,2021.21,4340.69
2026-03-11 08:45:00+00:00,2021.21,2021.98,2017.49,2017.89,1972.52
2026-03-11 08:50:00+00:00,2017.89,2020.95,2016.45,2020.8,2651.33
2026-03-11 08:55:00+00:00,2020.8,2024.9,2019.85,2022.97,2871.5
2026-03-11 09:00:00+00:00,2022.97,2022.97,2018.91,2019.71,960.51
2026-03-11 09:05:00+00:00,2019.71,2021.64,2018.63,2020.94,1551.06
2026-03-11 09:10:00+00:00,2020.94,2020.94,2017.09,2017.98,1205.07
2026-03-11 09:15:00+00:00,2017.98,2020.4,2017.42,2017.8,928.21
2026-03-11 09:20:00+00:00,2017.8,2022.28,2017.8,2019.98,1191.0
2026-03-11 09:25:00+00:00,2019.98,2020.92,2017.09,2017.22,1306.45
2026-03-11 09:30:00+00:00,2017.22,2019.66,2016.4,2018.31,1526.39
2026-03-11 09:35:00+00:00,2018.31,2019.26,2013.67,2017.18,4350.64
2026-03-11 09:40:00+00:00,2017.18,2021.64,2017.0,2020.05,2119.22
2026-03-11 09:45:00+00:00,2020.05,2026.91,2019.7,2022.7,6945.31
2026-03-11 09:50:00+00:00,2022.7,2022.85,2018.99,2020.5,1572.15
